Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
173,2015-16,14,"ವಾಸುದೇವ ಹೊಳ್ಳಾ.ಕೆ.ಆರ್ ಬಿನ್ ಕೆ.ವಿ.ರಾಮಕೃಷ್ಣ, ನಂ.471, 19ನೇ ಮುಖ್ಯರಸ್ತೆ, ಜಯನಗರ ಟಿ ಬ್ಲಾಕ್, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Vasudeva Holla.KR Bin KV Ramakrishna, No.471, 19th Main Road, Jayanagar T Block, b. For a three-wheel drive vehicle.",0.7
174,2015-16,15,"ವಾ.ನಂ.172 ಮಡಿವಾಳ, ಪೂರ್ವ ದಿಕ್ಕಿನ ಕಡೆ, 32ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Concrete drainage development works on the 32nd mainland, on the east side of W.No.172 Madiva.",12.0
175,2015-16,16,"ವಾ.ನಂ.172 ಮಡಿವಾಳ, ಪಶ್ಚಿಮ ದಿಕ್ಕಿನ ಕಡೆ, 32ನೇ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿ ಕಾಂಕ್ರೀಟ್ ಚರಂಡಿ ಅಭಿವೃದ್ಧಿ ಕಾಮಗಾರಿ.","Concrete sewage development works on the 32nd mainland on the west side, Madiva.",12.0
176,2015-16,17,"Construction of RCC Drain at Right Side of 32th Main Road, Madiwala in Ward No-172.","Construction of RCC Drain at Right Side of 32th Main Road, Madiwala in Ward No-172.",8.0
177,2015-16,18,"Construction of RCC Drain at Left Side of 32th Main Road, Madiwala in Ward No-172.","Construction of RCC Drain at Left Side of 32th Main Road, Madiwala in Ward No-172.",8.0
178,2015-16,19,"Construction of RCC Drain at both Side Left and Right of 32th Main Road, Madiwala in Ward No-172.","Construction of RCC Drain at both Side Left and Right of 32th Main Road, Madiwala in Ward No-172.",8.0
179,2015-16,20,"ವಾರ್ಡ್ ನಂ.151 – ಕೋರಮಂಗಲ, 03ನೇ ಬ್ಲಾಕ್, ಅಂಚೆ ಕಛೇರಿ ರಸ್ತೆ, ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆಯ ಉದ್ಯಾನವನದಲ್ಲಿರುವ ಗ್ರಂಥಾಲಯದ 02 ಮಹಡಿಯಲ್ಲಿ ಶೆಟ್ಟರ್ ನಿರ್ಮಾಣದ ಕಾಮಗಾರಿ.","Ward No.151 - Coromangala, 03rd Block, Post Office Road, Workshop on the 02rd floor of the library at the Great Bangalore Metropolitan Park Park.",10.0
180,2015-16,21,ವಾರ್ಡ್ ನಂ.151 – ಕೋರಮಂಗಲದ 04ನೇ ಬ್ಲಾಕ್‍ನ ಸ್ವಾಭಿಮಾನ ಉದ್ಯಾನವನದಲ್ಲಿ ಎಂ.ಎಸ್.ಶೆಟ್ಟರ್ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.,"Ward No.151 - Construction of MS Shettar at Swabhiman Park, 04th Block, Koramangala.",2.0
181,2015-16,22,"Construction of Room near library building in Swabhimana park at Kormangala 04th block, Ward No.151, BTM Assembly Constituency, Bengaluru.","Construction of Room near library building in Swabhimana park at Kormangala 04th block, Ward No.151, BTM Assembly Constituency, Bengaluru.",4.0
182,2015-16,23,"Development works at Room near library building in Swabhimana park at Kormangala 04th block, Ward No.151, BTM Assembly Constituency, Bengaluru.","Development works at Room near library building in Swabhimana park at Kormangala 04th block, Ward No.151, BTM Assembly Constituency, Bengaluru.",5.25
183,2015-16,24,ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆಯ ರಾಜ್ಯ ಸರ್ಕಾರಿ ನೌಕರರ ರಾಜ್ಯ ಮಟ್ಟದ ಕ್ರೀಡಾಕೂಟಗಳಲ್ಲಿ ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆಯಿಂದ ಆಯ್ಕೆಯಾದ ಕ್ರೀಡಾಪಟುಗಳಿಗೆ ಟ್ರಾಕ್‍ಸೂಟ್ ವಿತರಿಸಲು,To distribute trucks to athletes selected from Bangalore Urban District at State level Games of State Government Employees of Bangalore Urban District,5.0
184,2015-16,25,"Construction of Room & M.S Gate M.S Door at Krishna & Sharavathi Block, NGV Koramangala  ","Construction of Room & M.S Gate M.S Door at Krishna & Sharavathi Block, NGV Koramangala  ",5.0
185,2015-16,26,Providing Cement Concrete to footpath at Krishna Block NGV Koramangala,Providing Cement Concrete to footpath at Krishna Block NGV Koramangala,2.45
186,2015-16,27,Providing Cement Concrete to footpath at Krishna Block NGV Koramangala,Providing Cement Concrete to footpath at Krishna Block NGV Koramangala,2.45
187,2015-16,28,Providing Cement Concrete to footpath at Sharavathi Block NGV Koramangala,Providing Cement Concrete to footpath at Sharavathi Block NGV Koramangala,2.45
188,2015-16,29,Providing Cement Concrete to footpath at Sharavathi Block NGV Koramangala,Providing Cement Concrete to footpath at Sharavathi Block NGV Koramangala,2.45
189,2015-16,30,"ಶ್ರೀ ರಾಜೇಶ್.ಸಿ (ವಿಕಲಾಂಗರು), ಸಂ:311, 1ನೇ ಅಡ್ಡರಸ್ತೆ, ಪಾಪಯ್ಯ ಬಡಾವಣೆ, ಮಡಿವಾಳ, ಬೆಂಗಳೂರು. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Sri Rajesh C. (Vikalangar), No. 311, 1st Crossroads, Papaya Layout, Madivala, Bangalore. For a three-wheel drive vehicle.",0.8
190,2015-16,31,"ಶ್ರೀ ಇರ್ಫಾನ್ ಬೇಗ್(ವಿಕಲಾಂಗರು) ಬಿನ್ ಎನ್.ಕೆ ದಾವುದ್ ಬೇಗ್, ಸಂ:03, 13ನೇ ಕ್ರಾಸ್, 8 ಅಡಿ ರಸ್ತೆ, ರಾಜೇಂದ್ರನಗರ, ಕೋರಮಂಗಲ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Mr. Irfan Baig (Disabled) Bin NK Dawood Beg, Vol.3, 13th Cross, 8th Street, Rajendranagar, Koramangala, Bangalore for Triplicate Vehicle Purchase.",0.8
191,2015-16,32,"Construction of Library Building at BBMP Lakshmidevi park, Koramangala, 06th block ward No.151. ","Construction of Library Building at BBMP Lakshmidevi park, Koramangala, 06th block ward No.151. ",20.0
192,2015-16,33,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ,   ವಾರ್ಡ್ ಸಂಖ್ಯೆ:145, ಹೊಂಬೇಗೌಡನಗರ ಲಕ್ಕಸಂದ್ರದಲ್ಲಿ ಮೇರಿ ಇಮ್ಯಾಕ್ಯುಲೇಟ್ ಶಾಲೆ (ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ) ಹಿಂಭಾಗದ ಬಿ.ಬಿ.ಎಂ.ಪಿ ಜಾಗದಲ್ಲಿ ತಡೆಗೋಡೆ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Bangalore Urban District, Ward No: 145, Marie Immaculate School (Female School) at Hombagudanagar Lakkasandra, barrier construction work on the rear BBMP site.",14.92
193,2015-16,34,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ,   ವಾರ್ಡ್ ಸಂಖ್ಯೆ:147, ಅಡುಗೋಡಿ 20ನೇ ಅಡ್ಡರಸ್ತೆ ಹತ್ತಿರ-ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಯೋಜನೆ ಕಾಮಗಾರಿ ಹಂತ-1.","Bangalore Urban District, Ward No: 147, Adugodi 20th Crossroads Nearly-Drinking Water Project Scheme-1.",2.5
194,2015-16,35,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ,   ವಾರ್ಡ್ ಸಂಖ್ಯೆ:147, ಅಡುಗೋಡಿ 20ನೇ ಅಡ್ಡರಸ್ತೆ ಹತ್ತಿರ-ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಯೋಜನೆ ಕಾಮಗಾರಿ ಹಂತ-2.","Bangalore Urban District, Ward No: 147, Adugodi 20th Crossroads Nearly-Drinking Water Project Project Level 2.",2.5
195,2015-16,36,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ,   ವಾರ್ಡ್ ಸಂಖ್ಯೆ:147, ಅಡುಗೋಡಿ 20ನೇ ಅಡ್ಡರಸ್ತೆ ಹತ್ತಿರ-ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಯೋಜನೆ ಕಾಮಗಾರಿ ಹಂತ-3.","Bangalore Urban District, Ward No: 147, Adugodi 20th Crossroads Nearly-Drinking Water Project Project -3.",2.0
196,2015-16,37,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ,   ವಾರ್ಡ್ ಸಂಖ್ಯೆ:148, ಈಜೀಪುರದ ತಿಗಳರ ರುಧ್ರಭೂಮಿ ಹತ್ತಿರ- ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಯೋಜನೆ ಕಾಮಗಾರಿ ಹಂತ-1.","Bangalore Urban District, Ward No: 148, Approach to Measurement of Nearly-Drinking Water Project in Ezhipuri Rural Areas.",2.5
197,2015-16,38,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ,   ವಾರ್ಡ್ ಸಂಖ್ಯೆ:148, ಈಜೀಪುರದ ತಿಗಳರ ರುಧ್ರಭೂಮಿ ಹತ್ತಿರ- ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಯೋಜನೆ ಕಾಮಗಾರಿ ಹಂತ-2.","Bangalore Urban District, Ward No: 148, Near Ritrabhoomi of Ejipuri, near-drinking water project.",2.5
198,2015-16,39,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ,   ವಾರ್ಡ್ ಸಂಖ್ಯೆ:148, ಈಜೀಪುರದ ತಿಗಳರ ರುಧ್ರಭೂಮಿ ಹತ್ತಿರ- ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಯೋಜನೆ ಕಾಮಗಾರಿ ಹಂತ-3.","Bangalore Urban District, Ward No: 148, Nearly Rs.",2.0
199,2015-16,40,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ,   ವಾರ್ಡ್ ಸಂಖ್ಯೆ:151, ಕೋರಮಂಗಲದ ಉದಯ ಬಾರ್ ಹತ್ತಿರ- ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಯೋಜನೆ ಕಾಮಗಾರಿ ಹಂತ-1.","Bangalore Urban District, Ward No: 151, Uday Bar of Koramangala Nearly-Drinking Water Project Scheme-1.",2.5
200,2015-16,41,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ,   ವಾರ್ಡ್ ಸಂಖ್ಯೆ:151, ಕೋರಮಂಗಲದ ಉದಯ ಬಾರ್ ಹತ್ತಿರ- ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಯೋಜನೆ ಕಾಮಗಾರಿ ಹಂತ-2.","Bangalore Urban District, Ward No: 151, Uday Bar of Koramangal Near-Drinking Water Planning Project 2.",2.5
201,2015-16,42,"ಬೆಂಗಳೂರು ನಗರ ಜಿಲ್ಲೆ,   ವಾರ್ಡ್ ಸಂಖ್ಯೆ:151, ಕೋರಮಂಗಲದ ಉದಯ ಬಾರ್ ಹತ್ತಿರ- ಕುಡಿಯುವ ನೀರು ಪೂರೈಸುವ ಯೋಜನೆ ಕಾಮಗಾರಿ ಹಂತ-3.","Bangalore Urban District, Ward No: 151, Uday Bar of Koramangal Nearly-Drinking Water Project Project -3.",2.0
202,2015-16,43,"Ward No:148, Ejipura, Installation of RO Water Plant at 20th 1st Cross, Pipe Line Junction.","Ward No:148, Ejipura, Installation of RO Water Plant at 20th 1st Cross, Pipe Line Junction.",9.0
203,2015-16,44,"Ward No:148, Ejipura, Installation of RO Water Plant at Srinivagilu near Ganesha Temple next to Samudhaya Bhavan.","Ward No:148, Ejipura, Installation of RO Water Plant at Srinivagilu near Ganesha Temple next to Samudhaya Bhavan.",9.0
204,2015-16,45,"Ward No:148, Ejipura, Installation of RO Water Plant at S.T.Bed, 02nd Main Road, Near Play Ground.","Ward No:148, Ejipura, Installation of RO Water Plant at S.T.Bed, 02nd Main Road, Near Play Ground.",10.0
205,2015-16,46,"Ward No:148, Ejipura, Installation of RO Water Plant at NGV. Opp: Judicial Layout.","Ward No:148, Ejipura, Installation of RO Water Plant at NGV. Opp: Judicial Layout.",10.0
206,2015-16,47,"Ward No:148, Ejipura, Installation of RO Water Plant at K.K Road, Next to Govt Middle School.","Ward No:148, Ejipura, Installation of RO Water Plant at K.K Road, Next to Govt Middle School.",10.0
207,2015-16,48,"Ward No:148, Ejipura, Installation of RO Water Plant at Grape Garden Entrance, Next to Modaliar House.","Ward No:148, Ejipura, Installation of RO Water Plant at Grape Garden Entrance, Next to Modaliar House.",9.0
208,2015-16,49,"Ward No:148, Ejipura, Installation of RO Water Plant at Indra Gandhi Slum.","Ward No:148, Ejipura, Installation of RO Water Plant at Indra Gandhi Slum.",9.0
209,2015-16,50,"Ward No:148, Ejipura, Installation of RO Water Plant at 02th Cross, Aradhana Layout.","Ward No:148, Ejipura, Installation of RO Water Plant at 02th Cross, Aradhana Layout.",9.0
210,2016-17,1,"Ward No:147, Adugodi, Installation of RO Water Plant at Adugodi, Anjeneya Temple Street, Near Ambedkar Bhavan. ","Ward No:147, Adugodi, Installation of RO Water Plant at Adugodi, Anjeneya Temple Street, Near Ambedkar Bhavan. ",9.0
211,2016-17,2,"Ward No:147, Adugodi, Installation of RO Water Plant at Rajendra Nagar, 1st Main, Near Ambedkar Bhavan, Sri Muneshwara Temple.","Ward No:147, Adugodi, Installation of RO Water Plant at Rajendra Nagar, 1st Main, Near Ambedkar Bhavan, Sri Muneshwara Temple.",10.0
212,2016-17,3,"Ward No:147, Adugodi, Installation of RO Water Plant at Rajendra Nagar, 7th Main, 1st Cross, Govt.School Building.","Ward No:147, Adugodi, Installation of RO Water Plant at Rajendra Nagar, 7th Main, 1st Cross, Govt.School Building.",10.0
213,2016-17,4,"Ward No:147, Adugodi, Installation of RO Water Plant at Rajendra Nagar 7th Main, 6th Cross, Opp Al Ameen Stores.","Ward No:147, Adugodi, Installation of RO Water Plant at Rajendra Nagar 7th Main, 6th Cross, Opp Al Ameen Stores.",9.0
214,2016-17,5,"Ward No:147, Adugodi, Installation of RO Water Plant at Koramangala 8th Block, Near Corporation Bank.","Ward No:147, Adugodi, Installation of RO Water Plant at Koramangala 8th Block, Near Corporation Bank.",10.0
215,2016-17,6,"Ward No:147, Adugodi, Installation of RO Water Plant at Adugodi Police Quarters, Near Tippu Block.","Ward No:147, Adugodi, Installation of RO Water Plant at Adugodi Police Quarters, Near Tippu Block.",10.0
216,2016-17,7,"Ward No:147, Adugodi, Installation of RO Water Plant at 10th Main, 9th Cross, Opp: Passport Office Road. ","Ward No:147, Adugodi, Installation of RO Water Plant at 10th Main, 9th Cross, Opp: Passport Office Road. ",9.0
217,2016-17,8,"Construction of Library Hall in 01st floor at 05th block, KHB Park, Koramangala.","Construction of Library Hall in 01st floor at 05th block, KHB Park, Koramangala.",10.0
218,2016-17,9,"Improvements to Library Hall at 05th block, KHB Park, Koramangala.","Improvements to Library Hall at 05th block, KHB Park, Koramangala.",5.0
219,2016-17,10,"Ward No.151, Koramangala, Installation of RO Water Plant at Visweshwaraiah Quarters ","Ward No.151, Koramangala, Installation of RO Water Plant at Visweshwaraiah Quarters ",9.0
220,2016-17,11,"Ward No.151, Koramangala, Installation of RO Water Plant at Mestripalya","Ward No.151, Koramangala, Installation of RO Water Plant at Mestripalya",10.0
221,2016-17,12,"Ward No.151, Koramangala, Installation of RO Water Plant near Govt School-Yellamma Temple.","Ward No.151, Koramangala, Installation of RO Water Plant near Govt School-Yellamma Temple.",9.0
222,2016-17,13,"Ward No.151, Koramangala, Installation of RO Water Plant near Madagalamma Temple at Koramangala Village.","Ward No.151, Koramangala, Installation of RO Water Plant near Madagalamma Temple at Koramangala Village.",9.0
223,2016-17,14,"Ward No.151, Koramangala, Installation of RO Water Plant at Nadubidiyamma Temple.","Ward No.151, Koramangala, Installation of RO Water Plant at Nadubidiyamma Temple.",9.0
224,2016-17,15,"Ward No.151, Koramangala, Installation of RO Water Plant near Kaligamma Temple.","Ward No.151, Koramangala, Installation of RO Water Plant near Kaligamma Temple.",9.0
225,2016-17,16,"Ward No.151, Koramangala, Installation of RO Water Plant at Dr.B.R.Ambedkar Samudaya Bhavana in Koramangala Village.","Ward No.151, Koramangala, Installation of RO Water Plant at Dr.B.R.Ambedkar Samudaya Bhavana in Koramangala Village.",9.0
226,2016-17,17,"Ward No.152, Koramangala, Installation of RO Water Plant at Christ School road Bharathi Layout, near Catholic Bank.","Ward No.152, Koramangala, Installation of RO Water Plant at Christ School road Bharathi Layout, near Catholic Bank.",9.0
227,2016-17,18,"ಬೆಂಗಳೂರು ನಗರ, ಬಿ.ಟಿ.ಎಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ವಾರ್ಡ್ ನಂ:151 ಕೋರಮಂಗಲ 04ನೇ ಬ್ಲಾಕ್ ಬಿ.ಬಿ.ಎಂ.ಪಿ ಸ್ವಾಭಿಮಾನ ಪಾರ್ಕ್‍ನಲ್ಲಿ ನೀರಿನ ಕಾರಂಚಿಯನ್ನಯ ನಿರ್ಮಿಸುವ ಕಾಮಗಾರಿ.","Bangalore Urban, BTM Assembly Constituency Ward No. 151 Koramangala 04th Block BBMP Swabhiman Park is the construction of the water caranchion.",4.5
228,2016-17,19,"ಶ್ರೀ ವೆಂಕಟಾದ್ರಿ ನಾಯ್ಡು, #970, 7ನೇ ಕ್ರಾಸ್, 16ನೇ ಮುಖ್ಯರಸ್ತೆ, ಬಿ.ಟಿ.ಎಂ 2ನೇ ಹಂತ, ಬೆಂಗಳೂರು ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Sri Venkatadri Naidu, # 970, 7th Cross, 16th Main Road, BTM 2nd Stage, for Triplicane Vehicles for Bangalore.",0.85
229,2016-17,20,"ಬೆಂಗಳೂರು ನಗರ, ಬಿ.ಟಿ.ಎಂ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ ವ್ಯಾಪ್ತಿಯ ಬೃಹತ್ ಬೆಂಗಳೂರು ಮಹಾನಗರ ಪಾಲಿಕೆ ಈಜೀಪುರ ವಾರ್ಡ್ ನಂ:148ರ ಎನ್.ಜಿ.ವಿಯ ಕೃಷ್ಣ ಮತ್ತು ಶರಾವತಿ ಬ್ಲಾಕ್ ಹತ್ತಿರ ಸಾರ್ವಜನಿಕರಿಗೆ ಹಾಗೂ ಅಲ್ಲಿನ ನಾಗರೀಕರಿಗೆ ಒಂದು ಶೌಚಾಲಯ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ.","Bangalore city, BTM assembly constituency is the largest Bangalore metropolitan area of ​​the city. Ezhipuram Ward No. 148 NGV Krishna and Sharavathi Block, a toilet construction for civilians and civilians.",4.5
230,2016-17,21,"Construction of Library Room at Ward No.151, Koramangala   (KHB Colony Park) 05th Block, Bengaluru.","Construction of Library Room at Ward No.151, Koramangala   (KHB Colony Park) 05th Block, Bengaluru.",10.0
231,2016-17,22,"Construction of RO Water Plant near HOPCOMS at Lalbagh Dr. M.H Marigowda Road, Bengaluru. ","Construction of RO Water Plant near HOPCOMS at Lalbagh Dr. M.H Marigowda Road, Bengaluru. ",10.0
232,2016-17,23,"ಶ್ರೀ ಪೋತನ್ನ ಬಿನ್ ಲಿಂಗಪ್ಪ, ಬೆಂಗಳೂರು ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ. ","Mr. Pothen's Bin Lingappa, for a three-wheel drive vehicle for Bangalore.",0.85
233,2016-17,24,"Construction of Toilet & Other Improvements to Library at Ward No.151, Koramangala           (KHB Colony Park) 5th Block, Bengaluru. ","Construction of Toilet & Other Improvements to Library at Ward No.151, Koramangala           (KHB Colony Park) 5th Block, Bengaluru. ",3.25
234,2016-17,25,"ಶ್ರೀ ಅಶೋಕ.ಜಿ, ನಂ:301, ಮಹಾಲಿಂಗೇಶ್ವರ ಬಡಾವಣೆ, ಅಡುಗೋಡಿ, ಸ್ಮಂ, ಬೆಂಗಳೂರು ರವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Sri Ashoka G., No. 301, Mahalingeshwara Layout, Adugodi, Smt, Bangalore for Triplicate Vehicle Purchase.",0.83
235,2016-17,26,"Development Works at BBMP Park Ward No.151, Kormangala, 3rd Block, Post Office Road, Kormangala. ","Development Works at BBMP Park Ward No.151, Kormangala, 3rd Block, Post Office Road, Kormangala. ",2.65
236,2016-17,27,"Construction of class room             (Third Floor) at N.S Palya, Govt Higher & Primary School.  ","Construction of class room             (Third Floor) at N.S Palya, Govt Higher & Primary School.  ",2.65
237,2016-17,28,"Ward No-151, Kormangala - Development Work at BBMP Lakshmidevi Park, Koramangala 5th Block.  ","Ward No-151, Kormangala - Development Work at BBMP Lakshmidevi Park, Koramangala 5th Block.  ",4.75
238,2017-18,1,"ಬೆಂಗಳೂರು ನಗರ ವಾರ್ಡ್ ನಂ:146, ಲಕ್ಕಸಂದ್ರ ವಾರ್ಡ್ ನಂ:147 ಆಡುಗೋಡಿ, ವಾರ್ಡ್     ನಂ:148- ಈಜೀಪುರ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ  ಟ್ರೀ ಗಾರ್ಡ್‍ಗಳನ್ನು  ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Bangalore City Ward No: 146, Lakkasandra Ward No: 147 Adugodi, Ward No: 148 - Work on installing forest guards in the jurisdiction.",8.0
239,2017-18,2,"ಬೆಂಗಳೂರು ನಗರ ವಾರ್ಡ್ ನಂ:151, ಕೋರಮಂಗಲ ವಾರ್ಡ್ ನಂ:173, ಜಕ್ಕಸಂದ್ರ ವಾರ್ಡ್ ನಂ: 172, ಮಡಿವಾಳ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಟ್ರೀ ಗಾರ್ಡ್‍ಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Bangalore City Ward No: 151, Koramangala Ward No: 173, Jakkasandra Ward No. 172, Workshop for installing Tree Guards at Madivala.",8.5
240,2017-18,3,"ಬೆಂಗಳೂರು ನಗರ ವಾರ್ಡ್ ನಂ:152,             ಎಸ್.ಜಿ ಪಾಳ್ಯ, ವಾರ್ಡ್ ನಂ:176,            ಬಿ.ಟಿ.ಎಂ ಬಡಾವಣೆಯ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ                  ಟ್ರೀ ಗ್ರಾರ್ಡ್‍ಗಳನ್ನು ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Bangalore Urban Ward No: 152, SG Palya, Ward No: 176, BTM Layout Construction of Tree Grads.",8.0
241,2017-18,4,ಬಿ.ಟಿ.ಎಂ ಬಡಾವಣೆ 16ನೇ ಮುಖ್ಯರಸ್ತೆಯ                   ಶ್ರೀ ಚಾಮುಂಡೇಶ್ವರಿ ದೇವಸ್ಥಾನದ ಆವರಣದಲ್ಲಿ ಸಾರ್ವಜನಿಕರ ಹಾಗೂ ದೇವಸ್ಥಾನದ ಭಕ್ತಾಧಿಗಳ ಉಪಯೋಗಕ್ಕಾಗಿ ಸಮುದಾಯ ಭವನ ಕಟ್ಟಡ ಕಾಮಗಾರಿ.,BTM Layout 16th Main Street Sri Chamundeshwari Temple Complex is a community building building for use by public and temple devotees.,20.0
242,2017-18,5,Not Available,Not Available,22.5
243,2017-18,6,Not Available,Not Available,6.0
